,Ibov_Return,Ibov_cReturn,winners_long,winners_cum
2011-02-28,0.012136687945925706,0.9619958598044136,0.009334792070478437,1.0093347920704785
2011-03-31,0.017868008251339385,0.9791848097651532,0.053205171728288224,1.0630366230139243
2011-04-29,-0.035779375100237654,0.944150189164111,0.00849052194687292,1.0720623587919538
2011-05-31,-0.022878139506751993,0.9225497894210881,0.03776505894162201,1.1125488569608264
2011-06-30,-0.03429278861033691,0.8909129845099599,0.40125652459356925,1.5589663447454756
2011-07-29,-0.05738414204217701,0.8397887072596205,-0.12172426579989937,1.3692023110245797
2011-08-31,-0.039576356187205786,0.8065529302591207,-0.0484987823628832,1.302797666131442
2011-09-30,-0.07382954243738404,0.7470054964665584,-0.025398443121827964,1.2697086337089525
2011-10-31,0.11493769589480918,0.8328645870511827,0.038370055636629444,1.3184274246266738
2011-11-30,-0.025077993760498907,0.8119780141337727,0.0224827771456546,1.3480693345972747
2011-12-30,-0.002127472527472807,0.8102505532157912,0.030325473564603623,1.3889501755668572
2012-01-31,0.11132254995242596,0.9004497109001369,0.025408842131405363,1.4242417913062233
2012-02-29,0.04344241501775792,0.9395674209436808,0.03696165697398244,1.4768841278444942
2012-03-30,-0.019768431289126642,0.9209936469412537,-0.001135407849294956,1.4752072620132404
2012-04-30,-0.04171381624839221,0.8825754871868097,0.022772968739193634,1.5088021108748992
2012-05-31,-0.11857004205758648,0.7779284745520748,-0.08954847798591124,1.373691178264122
2012-06-29,-0.0024775188107910573,0.776001142122922,0.047364864760267314,1.4387558751449743
2012-07-31,0.032048569588814635,0.8008708687272481,0.0513586105850937,1.5126483778635607
2012-08-31,0.01718451967128387,0.8146334499250497,-0.01088195912064448,1.4961878000517401
2012-09-28,0.0370655964669393,0.8448283246484422,0.0007001738924716672,1.497235391687571
2012-10-31,-0.035622549682303606,0.8147333856806357,0.032387051164869826,1.5457264309240102
2012-11-30,0.007131842713955061,0.8205439360411181,0.057317651800407855,1.6343238402704
2012-12-31,0.060495867768594946,0.870183453494184,0.055297154868128195,1.7246972987705063
2013-01-31,-0.01953996587478679,0.8531800985081035,0.02608094527187409,1.7696790346302886
2013-02-28,-0.0391057713224342,0.8198158326789937,0.0789369363035132,1.9093720758645627
2013-03-29,-0.018668152688771533,0.8045113855378699,0.01256578040497922,1.9333648260812761
2013-04-30,-0.007843554798410035,0.7982011563994589,0.02725655234819966,1.9860616856715283
2013-05-31,-0.04299767483455541,0.7638803626240288,-0.01982969066712189,1.9466786967988392
2013-06-28,-0.11305274174858893,0.677521593261476,-0.07920272923615101,1.7924964310664975
2013-07-31,0.01637271635375126,0.6886144621314878,0.0009941317252600169,1.794278408636036
2013-08-30,0.03677903553509965,0.7139410379042054,0.02974256171807782,1.8476448449443077
2013-09-30,0.046592545192769785,0.7472053679777301,0.02951512696590074,1.9021783171307307
2013-10-31,0.03664641369559374,0.7745877650082104,0.013911190052774459,1.9286398812146028
2013-11-29,-0.03269684458861688,0.7492611892354928,0.065862840381865,2.0556655818651395
2013-12-31,-0.018577798102206278,0.7353415661360568,0.001740476873885688,2.0592434202708185
2014-01-31,-0.07509658881317127,0.680119922906704,-0.04761826897062417,1.9611858132083746
2014-02-28,-0.011440206553454346,0.6723392105075319,0.02304168498669711,2.006374838916701
2014-03-31,0.07051853739329816,0.7197515882646878,0.0009771372664951316,2.0083353425423645
2014-04-30,0.024020628781116438,0.7370404739810128,-0.012758503171038094,1.98271198970603
2014-05-30,-0.007496222833455968,0.7315154543507751,0.03566348364154258,2.0534224063168014
2014-06-30,0.03764710474443311,0.7590548932828903,0.03644114151746575,2.128251462820527
2014-07-31,0.050048901594943906,0.7970447569419663,0.030652828513537834,2.1934883899440507
2014-08-29,0.09778072328001564,0.874980369762296,0.06229625698302109,2.330134506373278
2014-09-30,-0.11702127659574468,0.7725890498964954,-0.06850126508482643,2.170517344868901
2014-10-31,0.00947963633675819,0.7799129131272756,0.03161743302031992,2.2391435316397357
2014-11-28,0.0006406853502718413,0.7804125919052041,-0.09970100232870432,2.015898677177419
2014-12-31,-0.08519318015512956,0.7139267613676924,-0.02955486065615851,1.956319072676506
2015-01-30,-0.06197132401463834,0.6696837747162537,-0.12243137165688651,1.716804245210193
2015-02-27,0.09966317046132867,0.7364265829109857,-0.0833117511958764,1.573774277081217
2015-03-31,-0.008394238411880028,0.7302448426011848,0.06347612781010481,1.6736713742374798
2015-04-30,0.09929618768328363,0.8027553715468619,0.01986454826189099,1.7069181000255658
2015-05-29,-0.061694143591385475,0.7532300663858938,0.02243857952284082,1.7452189175519657
2015-06-30,0.0060841546626237974,0.757812834606324,0.013717469485719336,1.769158904799385
2015-07-31,-0.04174751794427378,0.7261760296951955,-0.04529759636600668,1.6890202588224559
2015-08-31,-0.0833382483043349,0.6656577914198012,-0.05356053964547732,1.5985554222877814
2015-09-30,-0.03360785827649837,0.6432864587051176,0.004533130551992981,1.605801882711608
2015-10-30,0.017976430901706753,0.6548504532800338,-0.01950134401619219,1.5744865877749998
2015-11-30,-0.016329111164403276,0.6441573274323642,-0.006234559320015254,1.5646703577449481
2015-12-31,-0.03922872340425532,0.6188878578056957,-0.0046557765188946386,1.5573856022335488
2016-01-29,-0.06791234140715086,0.5768577343136551,0.011744738066028926,1.5756766881995865
2016-02-29,0.05910013364351796,0.6109501035048891,0.04829288489948748,1.6517706611416147
2016-03-31,0.1696733186895365,0.7146120351202795,0.11359825973616726,1.8394089337305608
2016-04-29,0.07703526121266613,0.7696623599114851,-0.005260299321309591,1.8297330921648471
2016-05-31,-0.10088850141900507,0.6920122778214005,-0.029441358247667825,1.7758632647008088
2016-06-30,0.0630260769103812,0.7356270968663002,-0.022246818844847416,1.7363559563577904
2016-07-29,0.11219360723504179,0.8181597544435719,0.1512049429507659,1.9989015596810924
2016-08-31,0.010347595449152092,0.8266257405953317,0.06062814180346423,2.1200912468926036
2016-09-30,0.00804822023799212,0.8332786066100363,-0.06869694572091296,1.9744474535814396
2016-10-31,0.11235801051964289,0.9269041330573201,0.04237099973681559,2.0581067661174948
2016-11-30,-0.046499807470157584,0.8838032693268614,-0.03845462190009889,1.9789630485964114
2016-12-30,-0.027121765257002606,0.8598329645228068,-0.06191284768795702,1.8564398107885667
2017-01-31,0.07378750394341371,0.9232778927832105,0.037427871029162216,1.9259224006001634
2017-02-28,0.03078659677444362,0.9517024769790852,0.16909185715424074,2.2515801960525987
2017-03-31,-0.025171762023340816,0.9277464487115437,-0.01753811026950731,2.212091734293589
2017-04-28,0.0064477409823959775,0.9337283175101734,0.03489586790389641,2.289284595244799
2017-05-31,-0.041160191428527226,0.895295881219218,-0.02379001618203246,2.2348224776786476
2017-06-30,0.003013825325700381,0.8979941466200317,0.012590772873005108,2.2629606199065857
2017-07-31,0.048012718600953797,0.941109286887003,0.16685214588160951,2.6405404553835767
2017-08-31,0.074560072815534,1.0112784638446732,0.13824638235230852,3.005585620795274
2017-09-29,0.04883179219312517,1.060661003640519,0.016066985873631978,3.053876322506583
2017-10-31,0.0001884405200958117,1.0608608751516904,0.039527307072611616,3.174587829668079
2017-11-30,-0.031450180330516275,1.0274966093225804,0.021375906575304783,3.2424475225301634
2017-12-29,0.0615664642703313,1.0907559426083255,0.09065818151026378,3.5364019185652085
2018-01-31,0.11139760739247717,1.212263544864019,0.10279053943797159,3.8999105794440037
2018-02-28,0.006689199533640444,1.2203726176029728,0.025857253371616474,4.000751555423334
2018-03-30,-0.0013453282015888357,1.2187308159040646,-0.04364654308066166,3.8261325803045256
2018-04-30,0.008773984958883041,1.229423941751734,-0.029504690861605197,3.7132437213271245
2018-05-31,-0.1087034779074495,1.095781283460635,-0.01694212526126243,3.650333481074804
2018-06-29,-0.0519972900435155,1.0388036262402767,-0.0025464676461261606,3.6410380249676755
2018-07-31,0.08874015639816912,1.130987222499824,0.03795188850090079,3.7792222941187883
2018-08-31,-0.032087856601868525,1.094696266685704,0.009016826316306913,3.813298885155572
2018-09-28,0.03474269021101217,1.132728959954317,-0.04007293920391615,3.6604887907643713
2018-10-31,0.10186282170855288,1.2481119280462583,0.006998296781886104,3.6861059776889076
2018-11-30,0.023792093704245953,1.277807123991722,-0.06295184294209569,3.4540588131135155
2018-12-31,-0.018066231676796995,1.2547219644514258,0.012482067590519175,3.4971726086804273
2019-01-31,0.10817299486841092,1.3904489970733123,0.029719464766386684,3.6011067068060783
2019-02-28,-0.018584307041501602,1.364608465986154,0.15213043189652592,4.148944625417963
2019-03-29,-0.0017680783394711241,1.3621957313155848,-0.00835710429071842,4.114271462486929
2019-04-30,0.009830739401561761,1.3755871225640681,-0.0025050006004010195,4.103965210003187
2019-05-31,0.007026247236723293,1.385252337782856,0.03996191263763782,4.267967509193239
2019-06-28,0.040575079872204434,1.4414590620315533,0.022745500771517636,4.3650445674664065
2019-07-31,0.008369071082630741,1.4535227353843976,0.08449287886973209,4.733859749366328
2019-08-30,-0.006649510863159791,1.4438575201656092,0.13491548646943713,5.372530740330173
2019-09-30,0.03569486330152816,1.495395816974804,-0.04845324166440975,5.112214210019485
2019-10-31,0.023628812831161694,1.530730244842604,0.09970522314666579,5.621928668603034
2019-11-29,0.009447864204439771,1.5451923763295057,-0.01188158095910261,5.555131267980727
2019-12-31,0.07142923138044743,1.6555642801056494,0.0652674340060577,5.9177004314086465
2020-01-31,-0.01899727501638393,1.6241130701691806,-0.026923751077567358,5.7583737380417865
2020-02-28,-0.08429074990550367,1.4872153615532904,-0.10699617021361382,5.142249801412664
2020-03-31,-0.2990438889528856,1.0424726961239226,-0.4080357913148635,3.0440278345545475
2020-04-30,0.10251985757326754,1.1493468484545672,0.05983766271739797,3.226175345420994
2020-05-29,0.08567063324472701,1.2478121207795012,-0.011007174918893813,3.1906642690749227
2020-06-30,0.08755992357241738,1.3570704547076904,0.23647664404960272,3.945181847714739
2020-07-31,0.08264601918868952,1.4692269255478658,0.06897736215409841,4.217310084788333
2020-08-31,-0.03442747201492513,1.4186451566849922,-0.020169026272842516,4.1322510468875135
2020-09-30,-0.04796264428544117,1.350603183667646,-0.0605860970106933,3.881894084088248
2020-10-30,-0.006881388539475619,1.3413091583981762,-0.0045633372142664715,3.864179692352487
2020-11-30,0.15897479564032735,1.5545435077450258,0.16780460195846222,4.512606827523669
2020-12-31,0.09567629123503019,1.7032764651295642,0.05621253321366021,4.766271888696034
2021-01-29,-0.027651584999916157,1.6561781711756773,-0.005847326162211219,4.73840194238505
2021-02-26,-0.05147965208995964,1.570918695124568,0.003358121524126301,4.754314071937735
2021-03-31,0.059971827145907985,1.6651295595688538,0.1525515789394668,5.479592190385962
2021-04-30,0.019376854090574325,1.6973945320865218,0.1366878893795537,6.228586081550506
2021-05-31,0.0615842683398653,1.8019273324291583,0.028399883303930108,6.4054771994150235
2021-06-30,0.0046428345059266185,1.8102933828253327,-0.07236234281296941,5.941961862430294
2021-07-30,-0.039439441018280785,1.738896423727609,-0.017392593415596368,5.838615735666064
2021-08-31,-0.02479454191673336,1.6957812834606372,-0.052006712361526916,5.534968526511794
2021-09-30,-0.06568390567515037,1.5843957455921232,-0.12782307403523419,4.827471834764786
2021-10-29,-0.06738211733751442,1.477635805553576,-0.10813188776398278,4.305468192144213
2021-11-30,-0.015323523444217724,1.4549932186451604,-0.0634357453504107,4.032347608293059
2021-12-31,0.028523769808174615,1.49649511028625,0.04825094527072761,4.226912192053357
2022-01-31,0.07217950430253217,1.6045113855378748,-0.036605162413560155,4.072185384755386
2022-02-28,0.00670890130618873,1.6152758940681045,-0.03738390330726388,3.9199512000824375
2022-03-31,0.06060525711053444,1.7131701049325503,0.022149823382613176,4.006777426832726
2022-04-29,-0.10102584188201569,1.5400956527946383,-0.0544573877294206,3.7885787949542062
2022-05-31,0.03221291112017477,1.5897066171746796,0.036441509391450244,3.9266403246907795
2022-06-30,-0.11503264452048023,1.4068384609893696,-0.11508357876797701,3.474748503590713
2022-07-29,0.046914006210549974,1.4728388892854654,0.0646974395082697,3.699555834708224
2022-08-31,0.06162942858527587,1.563609108430301,0.07215557871397182,3.966499426946247
2022-09-30,0.0046930781662302135,1.570947248197594,-0.06214087743838666,3.720017672196949
2022-10-31,0.05452711360724116,1.656606467271047,0.08083633396745021,4.020730263111479
2022-11-30,-0.030602307884554536,1.6059104861160742,-0.12986265979085643,3.498587536842232
2022-12-30,-0.02182493821453335,1.5708615889785198,0.026732829001524416,3.5921146792115004
2023-01-31,0.03181830575019684,1.6208437433078784,0.04388044282296151,3.7497382620061614
2023-02-28,-0.0757495684036219,1.4980655293025957,-0.04566490120775637,3.578506834716706
2023-03-31,-0.029066443029771794,1.454522092940257,-0.01788324769749171,3.5145115106043
2023-04-28,0.025028955065664604,1.490927261046475,0.020090148570884127,3.585118569006423
2023-05-31,0.03737360196108441,1.5466485830537557,0.011757925172488182,3.627272124875298
2023-06-30,0.0900170766603583,1.68587336712114,0.05993360355178162,3.844667614382003
2023-07-31,0.03265389077544523,1.7409236919123459,0.0018414820916480058,3.851747500942226
2023-08-31,-0.05085162739968685,1.652394888999932,-0.01776980953189756,3.7833026814855204
2023-09-29,0.007110642636208198,1.6641444785495074,-0.03941267347676245,3.6341926082363716
2023-10-31,-0.02934843220520733,1.615304447141127,-0.047181241421019204,3.462726889416688
2023-11-30,0.12538888496075806,1.8178456706403068,0.17745346812619486,4.07719978511751
2023-12-29,0.05382821151172923,1.9156970518952146,0.20846428541237844,4.927150324805535
2024-01-31,-0.0479412751052648,1.8238560925119613,-0.005067347438175695,4.902182742229624
2024-02-29,0.009925480618698357,1.8419587408094837,0.005145452652232985,4.927406691422361
2024-03-29,-0.007084172996434823,1.8289099864372942,0.04764509932940425,5.16217347267155
2024-04-30,-0.01703276973756085,1.7977585837675822,0.06314963927832237,5.488162865362884
2024-05-31,-0.03038340586385413,1.7431365550717441,-0.06492702413675222,5.131832782537041
2024-06-28,0.014815967501515148,1.7689628096223902,-0.00035049569314135056,5.130034097248839
2024-07-31,0.030224281114061613,1.8224284388607375,-0.060633539071695754,4.818981974374171
2024-08-30,0.0654278820543357,1.9416660718109848,0.05650753636222657,5.091290773520033
2024-09-30,-0.030793211964353695,1.8818759368977152,0.018258991980680195,5.1842526109250455
2024-10-31,-0.01595405717060172,1.8518523806124694,0.04018216665435165,5.392567113315493
2024-11-29,-0.031184229799634977,1.794103790420449,0.04082474069125126,5.612717267376767
2024-12-31,-0.04285100423337673,1.7172246413020251,-0.04422935050826858,5.364470428054148
